DateTime Stamp,Bar OPEN Bid Quote,Bar HIGH Bid Quote,Bar LOW Bid Quote,Bar CLOSE Bid Quote,Volume
2020-10-01 00:00,7.749910000,7.749940000,7.749910000,7.749940000,.0000
2020-10-01 00:01,7.749970000,7.749970000,7.749970000,7.749970000,.0000
2020-10-01 00:02,7.749930000,7.750010000,7.749930000,7.750010000,.0000
2020-10-01 00:03,7.749970000,7.750010000,7.749970000,7.750010000,.0000
2020-10-01 00:04,7.749910000,7.750020000,7.749910000,7.750020000,.0000
2020-10-01 00:05,7.750020000,7.750020000,7.749890000,7.749960000,.0000
2020-10-01 00:06,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 00:08,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 00:09,7.749910000,7.749950000,7.749910000,7.749950000,.0000
2020-10-01 00:10,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 00:11,7.749960000,7.749960000,7.749960000,7.749960000,.0000
2020-10-01 00:12,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 00:13,7.749820000,7.749940000,7.749820000,7.749940000,.0000
2020-10-01 00:14,7.749910000,7.749950000,7.749910000,7.749950000,.0000
2020-10-01 00:15,7.749940000,7.749940000,7.749940000,7.749940000,.0000
2020-10-01 00:16,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 00:17,7.749950000,7.749970000,7.749950000,7.749950000,.0000
2020-10-01 00:18,7.749910000,7.749950000,7.749910000,7.749950000,.0000
2020-10-01 00:19,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 00:20,7.749910000,7.749950000,7.749910000,7.749950000,.0000
2020-10-01 00:21,7.749940000,7.749950000,7.749940000,7.749950000,.0000
2020-10-01 00:22,7.749920000,7.749920000,7.749910000,7.749910000,.0000
2020-10-01 00:24,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 00:25,7.749950000,7.749950000,7.749950000,7.749950000,.0000
2020-10-01 00:26,7.749970000,7.749970000,7.749970000,7.749970000,.0000
2020-10-01 00:27,7.749910000,7.749940000,7.74990000,7.749940000,.0000
2020-10-01 00:28,7.749880000,7.749880000,7.749880000,7.749880000,.0000
2020-10-01 00:29,7.74990000,7.749970000,7.74990000,7.749970000,.0000
2020-10-01 00:30,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 00:31,7.749910000,7.749970000,7.749910000,7.749970000,.0000
2020-10-01 00:32,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 00:33,7.749910000,7.749970000,7.749910000,7.749910000,.0000
2020-10-01 00:34,7.749910000,7.749960000,7.749910000,7.749960000,.0000
2020-10-01 00:35,7.749950000,7.749960000,7.749950000,7.749960000,.0000
2020-10-01 00:36,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 00:37,7.749870000,7.749910000,7.749870000,7.749910000,.0000
2020-10-01 00:38,7.749970000,7.749970000,7.749970000,7.749970000,.0000
2020-10-01 00:39,7.749910000,7.749960000,7.749860000,7.749960000,.0000
2020-10-01 00:40,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 00:41,7.749950000,7.749950000,7.749910000,7.749910000,.0000
2020-10-01 00:42,7.749910000,7.749950000,7.749910000,7.749950000,.0000
2020-10-01 00:43,7.749960000,7.749960000,7.749960000,7.749960000,.0000
2020-10-01 00:44,7.749980000,7.749990000,7.749950000,7.749990000,.0000
2020-10-01 00:45,7.749990000,7.749990000,7.749990000,7.749990000,.0000
2020-10-01 00:46,7.749990000,7.749990000,7.749910000,7.749940000,.0000
2020-10-01 00:47,7.749970000,7.749980000,7.749940000,7.749940000,.0000
2020-10-01 00:48,7.749950000,7.750010000,7.749950000,7.749970000,.0000
2020-10-01 00:49,7.749960000,7.749970000,7.749910000,7.749910000,.0000
2020-10-01 00:50,7.749990000,7.749990000,7.749960000,7.749960000,.0000
2020-10-01 00:51,7.749910000,7.749960000,7.749910000,7.749960000,.0000
2020-10-01 00:52,7.74990000,7.749990000,7.74990000,7.749990000,.0000
2020-10-01 00:53,7.749970000,7.749970000,7.749950000,7.749950000,.0000
2020-10-01 00:54,7.749960000,7.750020000,7.749960000,7.750020000,.0000
2020-10-01 00:55,7.750040000,7.750070000,7.750030000,7.750070000,.0000
2020-10-01 00:56,7.750070000,7.750070000,7.750070000,7.750070000,.0000
2020-10-01 00:57,7.750070000,7.750070000,7.750070000,7.750070000,.0000
2020-10-01 00:58,7.750070000,7.750070000,7.750030000,7.750070000,.0000
2020-10-01 00:59,7.750060000,7.750070000,7.750050000,7.750070000,.0000
2020-10-01 01:00,7.750070000,7.750070000,7.750010000,7.750070000,.0000
2020-10-01 01:01,7.750070000,7.75010000,7.750010000,7.750070000,.0000
2020-10-01 01:02,7.750070000,7.750070000,7.750020000,7.750070000,.0000
2020-10-01 01:03,7.750030000,7.750060000,7.750030000,7.750060000,.0000
2020-10-01 01:04,7.750060000,7.750070000,7.750060000,7.750070000,.0000
2020-10-01 01:05,7.750070000,7.750070000,7.750000,7.750020000,.0000
2020-10-01 01:06,7.749960000,7.750070000,7.749960000,7.750010000,.0000
2020-10-01 01:07,7.750070000,7.750070000,7.750010000,7.750030000,.0000
2020-10-01 01:08,7.750030000,7.750070000,7.750020000,7.750070000,.0000
2020-10-01 01:09,7.750020000,7.750020000,7.750020000,7.750020000,.0000
2020-10-01 01:10,7.750030000,7.750030000,7.750030000,7.750030000,.0000
2020-10-01 01:11,7.750060000,7.750070000,7.750030000,7.750030000,.0000
2020-10-01 01:12,7.750070000,7.750070000,7.750010000,7.750030000,.0000
2020-10-01 01:13,7.750030000,7.750030000,7.750030000,7.750030000,.0000
2020-10-01 01:14,7.750030000,7.750080000,7.750030000,7.750050000,.0000
2020-10-01 01:15,7.750050000,7.750080000,7.750050000,7.750050000,.0000
2020-10-01 01:16,7.750050000,7.750050000,7.750030000,7.750030000,.0000
2020-10-01 01:17,7.750030000,7.750060000,7.750030000,7.750050000,.0000
2020-10-01 01:18,7.750060000,7.750070000,7.750030000,7.750070000,.0000
2020-10-01 01:19,7.750070000,7.750070000,7.750040000,7.750050000,.0000
2020-10-01 01:20,7.750030000,7.750040000,7.750030000,7.750040000,.0000
2020-10-01 01:21,7.750040000,7.750040000,7.750030000,7.750030000,.0000
2020-10-01 01:22,7.750030000,7.750060000,7.750010000,7.750040000,.0000
2020-10-01 01:23,7.750030000,7.750040000,7.750030000,7.750040000,.0000
2020-10-01 01:24,7.750040000,7.750070000,7.750030000,7.750040000,.0000
2020-10-01 01:25,7.750040000,7.750040000,7.750040000,7.750040000,.0000
2020-10-01 01:26,7.750030000,7.750070000,7.750030000,7.750030000,.0000
2020-10-01 01:27,7.750040000,7.750060000,7.750030000,7.750050000,.0000
2020-10-01 01:28,7.750050000,7.750050000,7.750050000,7.750050000,.0000
2020-10-01 01:29,7.750030000,7.750060000,7.750030000,7.750060000,.0000
2020-10-01 01:30,7.750060000,7.750060000,7.750030000,7.750060000,.0000
2020-10-01 01:31,7.750060000,7.750060000,7.750030000,7.750030000,.0000
2020-10-01 01:32,7.750040000,7.750040000,7.750040000,7.750040000,.0000
2020-10-01 01:33,7.750040000,7.750040000,7.750030000,7.750030000,.0000
2020-10-01 01:34,7.750050000,7.750050000,7.750040000,7.750040000,.0000
2020-10-01 01:35,7.750040000,7.750040000,7.750030000,7.750040000,.0000
2020-10-01 01:36,7.750050000,7.750050000,7.750050000,7.750050000,.0000
2020-10-01 01:37,7.750040000,7.750060000,7.750030000,7.750040000,.0000
2020-10-01 01:38,7.750040000,7.750050000,7.750030000,7.750030000,.0000
2020-10-01 01:39,7.750030000,7.750030000,7.750030000,7.750030000,.0000
2020-10-01 01:40,7.750040000,7.750050000,7.750030000,7.750050000,.0000
2020-10-01 01:41,7.750050000,7.750060000,7.750050000,7.750050000,.0000
2020-10-01 01:43,7.750060000,7.750060000,7.750050000,7.750050000,.0000
2020-10-01 01:44,7.750030000,7.750050000,7.750030000,7.750040000,.0000
2020-10-01 01:45,7.750040000,7.750070000,7.750030000,7.750040000,.0000
2020-10-01 01:46,7.750030000,7.750050000,7.750030000,7.750030000,.0000
2020-10-01 01:47,7.750030000,7.750030000,7.750030000,7.750030000,.0000
2020-10-01 01:48,7.750030000,7.750040000,7.750030000,7.750040000,.0000
2020-10-01 01:49,7.750050000,7.750060000,7.750050000,7.750050000,.0000
2020-10-01 01:50,7.750050000,7.750050000,7.750020000,7.750020000,.0000
2020-10-01 01:51,7.750040000,7.750040000,7.750030000,7.750040000,.0000
2020-10-01 01:52,7.750030000,7.750040000,7.750030000,7.750040000,.0000
2020-10-01 01:53,7.750030000,7.750040000,7.750030000,7.750040000,.0000
2020-10-01 01:54,7.750030000,7.750030000,7.749960000,7.749960000,.0000
2020-10-01 01:55,7.749970000,7.749970000,7.749970000,7.749970000,.0000
2020-10-01 01:56,7.749910000,7.749950000,7.749910000,7.749940000,.0000
2020-10-01 01:57,7.749950000,7.749960000,7.749950000,7.749950000,.0000
2020-10-01 01:58,7.749960000,7.749990000,7.749960000,7.749990000,.0000
2020-10-01 01:59,7.749960000,7.750020000,7.749960000,7.750020000,.0000
2020-10-01 02:00,7.750030000,7.750040000,7.750020000,7.750020000,.0000
2020-10-01 02:01,7.750020000,7.750020000,7.750020000,7.750020000,.0000
2020-10-01 02:02,7.750020000,7.750020000,7.750000,7.750010000,.0000
2020-10-01 02:03,7.750010000,7.750010000,7.750010000,7.750010000,.0000
2020-10-01 02:04,7.750020000,7.750030000,7.750020000,7.750030000,.0000
2020-10-01 02:05,7.750030000,7.750030000,7.750030000,7.750030000,.0000
2020-10-01 02:06,7.750020000,7.750020000,7.750020000,7.750020000,.0000
2020-10-01 02:07,7.749970000,7.750020000,7.749960000,7.750020000,.0000
2020-10-01 02:08,7.750030000,7.750040000,7.750030000,7.750040000,.0000
2020-10-01 02:09,7.750040000,7.750040000,7.750030000,7.750030000,.0000
2020-10-01 02:10,7.750020000,7.750030000,7.750010000,7.750010000,.0000
2020-10-01 02:11,7.749960000,7.750020000,7.749960000,7.750020000,.0000
2020-10-01 02:12,7.750010000,7.750030000,7.750010000,7.750030000,.0000
2020-10-01 02:13,7.750040000,7.750060000,7.750030000,7.750040000,.0000
2020-10-01 02:14,7.750040000,7.750040000,7.750010000,7.750020000,.0000
2020-10-01 02:15,7.750020000,7.750020000,7.750010000,7.750010000,.0000
2020-10-01 02:16,7.750010000,7.750040000,7.750000,7.750030000,.0000
2020-10-01 02:17,7.750020000,7.750020000,7.750010000,7.750020000,.0000
2020-10-01 02:18,7.750020000,7.750060000,7.749960000,7.750060000,.0000
2020-10-01 02:19,7.750060000,7.750060000,7.750030000,7.750030000,.0000
2020-10-01 02:20,7.750040000,7.750050000,7.750040000,7.750050000,.0000
2020-10-01 02:21,7.750060000,7.750060000,7.750050000,7.750050000,.0000
2020-10-01 02:22,7.750040000,7.750050000,7.750030000,7.750040000,.0000
2020-10-01 02:23,7.750040000,7.750070000,7.750040000,7.750070000,.0000
2020-10-01 02:24,7.750080000,7.750080000,7.750070000,7.750070000,.0000
2020-10-01 02:25,7.750070000,7.750070000,7.749970000,7.749970000,.0000
2020-10-01 02:26,7.750060000,7.750080000,7.749980000,7.750060000,.0000
2020-10-01 02:27,7.750070000,7.750070000,7.749930000,7.749930000,.0000
2020-10-01 02:28,7.749920000,7.749920000,7.74990000,7.74990000,.0000
2020-10-01 02:29,7.749910000,7.749910000,7.74990000,7.749910000,.0000
2020-10-01 02:30,7.749920000,7.749920000,7.749920000,7.749920000,.0000
2020-10-01 02:31,7.749980000,7.750000,7.749930000,7.749970000,.0000
2020-10-01 02:32,7.749970000,7.749970000,7.749920000,7.749920000,.0000
2020-10-01 02:33,7.749920000,7.749920000,7.749920000,7.749920000,.0000
2020-10-01 02:34,7.74990000,7.749970000,7.74990000,7.74990000,.0000
2020-10-01 02:35,7.749940000,7.749940000,7.749940000,7.749940000,.0000
2020-10-01 02:36,7.749950000,7.749980000,7.749950000,7.749980000,.0000
2020-10-01 02:37,7.749920000,7.749920000,7.749920000,7.749920000,.0000
2020-10-01 02:38,7.749970000,7.749970000,7.749910000,7.749930000,.0000
2020-10-01 02:39,7.749910000,7.749910000,7.749910000,7.749910000,.0000
2020-10-01 02:40,7.749920000,7.749980000,7.749910000,7.749910000,.0000
2020-10-01 02:41,7.749910000,7.749970000,7.749910000,7.749970000,.0000
2020-10-01 02:42,7.749930000,7.750030000,7.749910000,7.750030000,.0000
2020-10-01 02:43,7.750040000,7.750050000,7.750040000,7.750050000,.0000
2020-10-01 02:44,7.750040000,7.750080000,7.750040000,7.750080000,.0000
2020-10-01 02:45,7.750070000,7.750070000,7.750040000,7.750050000,.0000
2020-10-01 02:46,7.750030000,7.750050000,7.750030000,7.750050000,.0000
2020-10-01 02:47,7.750030000,7.750030000,7.750030000,7.750030000,.0000
2020-10-01 02:48,7.750050000,7.750050000,7.750050000,7.750050000,.0000
2020-10-01 02:49,7.750060000,7.750060000,7.750050000,7.750050000,.0000
2020-10-01 02:50,7.750050000,7.750050000,7.750030000,7.750050000,.0000
2020-10-01 02:51,7.750040000,7.750050000,7.750030000,7.750050000,.0000
2020-10-01 02:52,7.750040000,7.750060000,7.750040000,7.750040000,.0000
2020-10-01 02:53,7.750040000,7.750080000,7.750040000,7.750080000,.0000
2020-10-01 02:54,7.750080000,7.750080000,7.750030000,7.750030000,.0000
2020-10-01 02:55,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 02:56,7.750070000,7.750070000,7.750050000,7.750070000,.0000
2020-10-01 02:57,7.750080000,7.750080000,7.750070000,7.750070000,.0000
2020-10-01 02:58,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 02:59,7.750070000,7.750070000,7.750070000,7.750070000,.0000
2020-10-01 03:00,7.750080000,7.750080000,7.750030000,7.750040000,.0000
2020-10-01 03:01,7.750080000,7.750090000,7.750080000,7.750090000,.0000
2020-10-01 03:02,7.750090000,7.750090000,7.750070000,7.750080000,.0000
2020-10-01 03:04,7.750040000,7.750080000,7.750020000,7.750080000,.0000
2020-10-01 03:05,7.750080000,7.750080000,7.750050000,7.750050000,.0000
2020-10-01 03:06,7.750040000,7.750040000,7.750040000,7.750040000,.0000
2020-10-01 03:07,7.750070000,7.750090000,7.750070000,7.750070000,.0000
2020-10-01 03:08,7.750070000,7.750070000,7.750070000,7.750070000,.0000
2020-10-01 03:09,7.750080000,7.750090000,7.750070000,7.750090000,.0000
2020-10-01 03:10,7.750090000,7.750090000,7.750040000,7.750090000,.0000
2020-10-01 03:11,7.750090000,7.750090000,7.750070000,7.750090000,.0000
2020-10-01 03:12,7.750080000,7.750080000,7.750080000,7.750080000,.0000
2020-10-01 03:13,7.750090000,7.750090000,7.750090000,7.750090000,.0000
2020-10-01 03:14,7.750080000,7.750130000,7.750080000,7.750130000,.0000
2020-10-01 03:15,7.750120000,7.750120000,7.750090000,7.75010000,.0000
2020-10-01 03:16,7.750050000,7.750050000,7.750030000,7.750050000,.0000
2020-10-01 03:17,7.750070000,7.750090000,7.750050000,7.750090000,.0000
2020-10-01 03:18,7.75010000,7.75010000,7.75010000,7.75010000,.0000
2020-10-01 03:19,7.750050000,7.750110000,7.750050000,7.75010000,.0000
